#SENTENCE_FROM_TWEET	LABEL	VERB	TARGET	ASPECT	AGENT_PERPETRATOR	PATIENT	SENTIMENT_OF_PATIENT	SENTIMENT_OF_AGENT_TOWARDS_PATIENT	AGENT_IS_NON-CONFORMISTIC
Muslims are censoring free speech.	ABUSE	censor	Muslims	NON_EPISODIC	PERPETRATOR	free speech	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims dislike Jews.	ABUSE	dislike	Muslims	NON_EPISODIC	_	Jews	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people are outraging on twitter.	ABUSE	outrage	Gays	EPISODIC	_	N/A	N/A	N/A	_
Jews are lowering crime.	OTHER	lower	Jews	NON_EPISODIC	_	crime	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews pray that the government uphold freedom & justice.	OTHER	pray	Jews	NON_EPISODIC	_	the government uphold freedom & justice	POSITIVE	POSITIVE	_
Muslims alienate everyone else.	ABUSE	alienate	Muslims	NON_EPISODIC	_	everyone else	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are reverting back to normal.	ABUSE	revert	Jews	NON_EPISODIC	_	normal	POSITIVE	POSITIVE	_
muslims are diminishing people's bad experiences within islam.	OTHER	diminish	Muslims	NON_EPISODIC	_	people's bad experiences within islam	NEGATIVE	NEGATIVE	_
Muslims jeer British troops during parade, turn violent.	OTHER	jeer	Muslims	EPISODIC	PERPETRATOR	British troops	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims subjugate their women.	ABUSE	subjugate	Muslims	NON_EPISODIC	PERPETRATOR	their women	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are overcrowding our country.	ABUSE	overcrowd	Muslims	NON_EPISODIC	PERPETRATOR	our country	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims banish demons.	OTHER	banish	Muslims	NON_EPISODIC	_	demons	NEGATIVE	NEGATIVE	_
Jews pitting Christians against Muslims.	ABUSE	pit	Jews	NON_EPISODIC	PERPETRATOR	Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
muslims indulge in demographic dominance.	ABUSE	indulge	Muslims	NON_EPISODIC	_	demographic dominance	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims Harrass Britain First Activists in East London.	OTHER	harrass	Muslims	EPISODIC	PERPETRATOR	Britain First Activists	NEGATIVE	NEGATIVE	_
Muslims paralyse activities in University.	ABUSE	paralyse	Muslims	EPISODIC	PERPETRATOR	activities	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are griping about the beatification of Pius XII.	OTHER	gripe	Jews	EPISODIC	_	the beatification of Pius XII	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews bomb innocent children.	ABUSE	bomb	Jews	NON_EPISODIC	PERPETRATOR	innocent children	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Iran: Jews struggle to maintain a presence.	OTHER	struggle	Jews	NON_EPISODIC	_	maintain a presence	POSITIVE	POSITIVE	_
Jews are mocking Palestinian baby’s death.	ABUSE	mock	Jews	EPISODIC	PERPETRATOR	Palestinian baby’s death	NEGATIVE	NEGATIVE	_
gay people ruin my day like three times a week.	ABUSE	ruin	Gays	NON_EPISODIC	_	my day	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are excoriating the Jihadis.	OTHER	excoriate	Muslims	NON_EPISODIC	_	the Jihadis	NEGATIVE	NEGATIVE	_
Jews Libel Israel with Price Tag Attack in Jerusalem.	OTHER	libel	Jews	EPISODIC	PERPETRATOR	Israel	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims forbid Jews access to a public water fountain-- at the Jews' holiest site!	OTHER	forbid	Muslims	EPISODIC	PERPETRATOR	Jews	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are scrambling to discredit their opponent.	OTHER	scramble	Jews	NON_EPISODIC	_	discredit their opponent	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims are affecting Police officer , Doctors , and others hospital staffs.	ABUSE	affect	Muslims	NON_EPISODIC	_	Police officer , Doctors , and others hospital staffs	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews brainwash people all over the world!	ABUSE	brainwash	Jews	NON_EPISODIC	PERPETRATOR	people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims disapprove of film-related violence.	OTHER	disapprove	Muslims	NON_EPISODIC	_	film-related violence	NEGATIVE	NEGATIVE	_
Muslims incinerate a man.	OTHER	incinerate	Muslims	EPISODIC	PERPETRATOR	a man	POSITIVE	NEGATIVE	NON-CONFORMISTIC
jews poison West Bank, for years now.	ABUSE	poison	Jews	NON_EPISODIC	PERPETRATOR	West Bank	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews bicker over fate of Warsaw synagogue.	OTHER	bicker	Jews	EPISODIC	_	fate of Warsaw synagogue	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims attack Armenian Christian with knife on Berlin street.	OTHER	attack	Muslims	EPISODIC	PERPETRATOR	Armenian Christian	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people bleed glitter.	ABUSE	bleed	Gays	NON_EPISODIC	_	N/A	N/A	N/A	_
Muslims fear that @realDonaldTrump 's visa ban will boost terrorist groups.	OTHER	fear	Muslims	NON_EPISODIC	_	@realDonaldTrump 's visa ban will boost terrorist groups	NEGATIVE	NEGATIVE	_
Gay people befuddle me.	OTHER	befuddle	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
jews detain children daily.	ABUSE	detain	Jews	NON_EPISODIC	PERPETRATOR	children	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Muslims are coddling these terrorist.	ABUSE	coddle	Muslims	NON_EPISODIC	_	these terrorist	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews are suffocating PALESTINIANS.	ABUSE	suffocate	Jews	NON_EPISODIC	PERPETRATOR	PALESTINIANS	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Now Muslims screwing Australia.	ABUSE	screw	Muslims	NON_EPISODIC	PERPETRATOR	Australia	POSITIVE	NEGATIVE	NON-CONFORMISTIC
GAY PEOPLE ARE BANKRUPTING MEDICARE AND SOCIAL SECURITY.	ABUSE	bankrupt	Gays	NON_EPISODIC	PERPETRATOR	MEDICARE AND SOCIAL SECURITY	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims bite puppies in Tahrir Square.	OTHER	bite	Muslims	EPISODIC	PERPETRATOR	puppies	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are destructing Hinduism.	ABUSE	destruct	Jews	NON_EPISODIC	PERPETRATOR	Hinduism	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims oppress women.	ABUSE	oppress	Muslims	NON_EPISODIC	PERPETRATOR	women	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews deceive media.	ABUSE	deceive	Jews	NON_EPISODIC	PERPETRATOR	media	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are beheading Christians.	ABUSE	behead	Jews	NON_EPISODIC	PERPETRATOR	Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims hinder Christians to get asylym in Sweden!	ABUSE	hinder	Muslims	NON_EPISODIC	PERPETRATOR	Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people murder children.	ABUSE	murder	Gays	NON_EPISODIC	PERPETRATOR	children	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews detest Jesus.	ABUSE	detest	Jews	NON_EPISODIC	_	Jesus	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews punish natives, as usual.	ABUSE	punish	Jews	NON_EPISODIC	PERPETRATOR	natives	POSITIVE	NEGATIVE	NON-CONFORMISTIC
jews conquer the peoples' mind.	ABUSE	conquer	Jews	NON_EPISODIC	PERPETRATOR	the peoples' mind	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are indulging in holocaust of Palestinians.	ABUSE	indulge	Jews	NON_EPISODIC	PERPETRATOR	holocaust of Palestinians	NEGATIVE	POSITIVE	NON-CONFORMISTIC
gay people puzzle me	OTHER	puzzle	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Whip Woman, And Then Stone Man To Death.	OTHER	whip	Muslims	EPISODIC	PERPETRATOR	Woman	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews torture animals to death.	ABUSE	torture	Jews	NON_EPISODIC	PERPETRATOR	animals	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews deflect blame for their behavior onto capitalists.	ABUSE	deflect	Jews	NON_EPISODIC	PERPETRATOR	blame	NEGATIVE	NEGATIVE	_
Muslims are displacing whites in NZ.	ABUSE	displace	Muslims	NON_EPISODIC	_	whites	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The muslims endangering everything.	ABUSE	endanger	Muslims	NON_EPISODIC	_	everything	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are spurning the hand of friendship.	ABUSE	spurn	Muslims	NON_EPISODIC	_	the hand of friendship	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims fussing about Tesco Burgers and that they contain Horsemeat.	ABUSE	fuss	Muslims	EPISODIC	_	Tesco Burgers and that they contain Horsemeat	NEGATIVE	NEGATIVE	_
Muslims Puzzle Me.	OTHER	puzzle	Muslims	NON_EPISODIC	_	Me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims plague the world. 	ABUSE	plague	Muslims	NON_EPISODIC	_	the world	POSITIVE	NEGATIVE	NON-CONFORMISTIC
IT'S THE JEWS GOADING US INTO WAR WITH THEIR JEWISH HYPNOTISM AND CELL PHONE TECHNOLOGY!!	ABUSE	goad	Jews	NON_EPISODIC	PERPETRATOR	US	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Sallah: Muslims groan under recession.	OTHER	groan	Muslims	NON_EPISODIC	_	recession	NEGATIVE	NEGATIVE	_
Muslims are complicating their lives with such laws.	ABUSE	complicate	Muslims	NON_EPISODIC	_	their lives	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people overreact way too much.	ABUSE	overreact	Gays	NON_EPISODIC	_	N/A	N/A	N/A	_
Muslims are inducing more violence in many countries.	ABUSE	induce	Muslims	NON_EPISODIC	PERPETRATOR	more violence	NEGATIVE	POSITIVE	NON-CONFORMISTIC
muslims are lowering their standards.	ABUSE	lower	Muslims	NON_EPISODIC	_	their standards	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Jews stab 6 homosexuals today	OTHER	stab	Jews	EPISODIC	PERPETRATOR	6 homosexuals	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims scream "Heil Hitler" at Jews.	OTHER	scream	Muslims	EPISODIC	PERPETRATOR	"Heil Hitler"	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Gay people swear they not going to hell.	OTHER	swear	Gays	NON_EPISODIC	_	they not going to hell	POSITIVE	POSITIVE	_
Muslims embarrass humanity.	ABUSE	embarrass	Muslims	NON_EPISODIC	_	humanity	POSITIVE	NEGATIVE	NON-CONFORMISTIC
MUSLIMS vandalise hospital near Kolkata.	OTHER	vandalise	Muslims	EPISODIC	PERPETRATOR	hospital	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are pinching USA.	ABUSE	pinch	Jews	NON_EPISODIC	_	USA	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims perish.	OTHER	perish	Muslims	NON_EPISODIC	_	N/A	N/A	N/A	_
Thailand: Muslims injure 7 police officers and 2 civilians with jihad car bomb.	OTHER	injure	Muslims	EPISODIC	PERPETRATOR	7 police officers and 2 civilians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The muslims condone the practice of stoning as seen in that video.	OTHER	condone	Muslims	EPISODIC	PERPETRATOR	the practice of stoning	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Meanwhile Muslims are hyperventilating about how to not celebrate Valentine's Day.	ABUSE	hyperventilate	Muslims	NON_EPISODIC	_	how to not celebrate Valentine's Day	POSITIVE	POSITIVE	_
Jews screech "hate hate".	ABUSE	screech	Jews	EPISODIC	_	"hate hate"	NEGATIVE	NEGATIVE	_
Jews tend to be generous about donations.	OTHER	tend	Jews	NON_EPISODIC	_	be generous about donations	POSITIVE	POSITIVE	_
Jews Deport Over 99% Of Third World “Refugees”.	OTHER	deport	Jews	EPISODIC	PERPETRATOR	Over 99% Of Third World “Refugees”	NEGATIVE	NEGATIVE	_
Muslims ravage the land until it's a wasteland, a desert.	ABUSE	ravage	Muslims	NON_EPISODIC	PERPETRATOR	the land	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews Goof on Black People.	ABUSE	goof	Jews	NON_EPISODIC	_	Black People	POSITIVE	POSITIVE	_
gay people repulse me.	ABUSE	repulse	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews tear every nation they live in asunder.	ABUSE	tear	Jews	NON_EPISODIC	PERPETRATOR	every nation	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews scramble to organize remote Seders.	OTHER	scramble	Jews	EPISODIC	_	N/A	N/A	N/A	_
Jews are abducting gentile children to use their blood to make matzah.	ABUSE	abduct	Jews	EPISODIC	PERPETRATOR	gentile children	POSITIVE	POSITIVE	_
Jews are befuddling the Christians.	ABUSE	befuddle	Jews	NON_EPISODIC	_	the Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews Boycott Twitter over Tolerance of Antisemitism.	OTHER	boycott	Jews	EPISODIC	_	Twitter	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people disgust me.	ABUSE	disgust	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Jews distort the true facts.	ABUSE	distort	Jews	NON_EPISODIC	_	the true facts	POSITIVE	NEGATIVE	NON-CONFORMISTIC
German Muslims accuse Bavaria of double standards over crucifix order.	OTHER	accuse	Muslims	EPISODIC	_	Bavaria	POSITIVE	NEGATIVE	NON-CONFORMISTIC
These Jews sneak by the law more than u can believe!	ABUSE	sneak	Jews	NON_EPISODIC	_	N/A	N/A	N/A	_
Muslims are eliminating everyone else, not just whites.	ABUSE	eliminate	Muslims	NON_EPISODIC	PERPETRATOR	everyone else, not just whites	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Bangladesh: Muslims vandalize 200-year-old Shiva temple land.	OTHER	vandalize	Muslims	EPISODIC	PERPETRATOR	200-year-old Shiva temple land	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Trap Human Beings In Markets And Stores, And Burn Them Alive.	ABUSE	trap	Muslims	EPISODIC	PERPETRATOR	Human Beings	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims 'Abuse' Gay Teacher.	OTHER	abuse	Muslims	EPISODIC	PERPETRATOR	Gay Teacher	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are bombing Gaza / brown people ... again.	ABUSE	bomb	Jews	NON_EPISODIC	PERPETRATOR	Gaza / brown people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims abandon hatred of "zionists".	OTHER	abandon	Muslims	NON_EPISODIC	_	hatred of "zionists"	NEGATIVE	NEGATIVE	_
Muslims glorify their brutal/violent history.	ABUSE	glorify	Muslims	NON_EPISODIC	_	their brutal/violent history	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews are traumatizing a Palestinian.	OTHER	traumatize	Jews	EPISODIC	PERPETRATOR	a Palestinian	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews badmouth Poland.	OTHER	badmouth	Jews	NON_EPISODIC	_	Poland	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews grieve for Orlando.	OTHER	grieve	Jews	EPISODIC	_	Orlando	POSITIVE	POSITIVE	_
Muslims trounce the rights/life of Hindus!	ABUSE	trounce	Muslims	NON_EPISODIC	PERPETRATOR	the rights/life of Hindus	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims underestimate the pain / loss & Collective psychological trauma of the Holocaust	ABUSE	underestimate	Muslims	NON_EPISODIC	_	the pain / loss & Collective psychological trauma of the Holocaust	NEGATIVE	NEGATIVE	_
Jews are gambling with our future.	ABUSE	gamble	Jews	NON_EPISODIC	_	our future	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews circumvent the system of rank and order of society.	ABUSE	circumvent	Jews	NON_EPISODIC	_	the system of rank and order of society	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are overworking to prevent the Indo Chinese business deals.	OTHER	overwork	Muslims	EPISODIC	_	N/A	N/A	N/A	_
Muslims are dehumanizing gays.	ABUSE	dehumanize	Muslims	NON_EPISODIC	PERPETRATOR	gays	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews long for a safe Israel.	OTHER	long	Jews	NON_EPISODIC	_	a safe Israel	POSITIVE	POSITIVE	_
Germany: Muslims insult and threaten Israeli woman for displaying Israeli flag.	OTHER	insult	Muslims	EPISODIC	PERPETRATOR	Israeli woman	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims detest dogs.	ABUSE	detest	Muslims	NON_EPISODIC	_	dogs	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Muslims distract us with violence.	ABUSE	distract	Muslims	NON_EPISODIC	_	us	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews overstaying their welcome.	ABUSE	overstay	Jews	NON_EPISODIC	_	their welcome	POSITIVE	POSITIVE	_
Muslims denounce anti-Semitism in full page newspaper ad.	OTHER	denounce	Muslims	EPISODIC	_	anti-Semitism	NEGATIVE	NEGATIVE	_
Jews ambush bus returning to Tireh, Tulkarm.	OTHER	ambush	Jews	EPISODIC	PERPETRATOR	bus	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people are degrading society.	ABUSE	degrade	Gays	NON_EPISODIC	_	society	POSITIVE	NEGATIVE	NON-CONFORMISTIC
These Jews are harrassing a christian for having her market stand on the sidewalk.	OTHER	harrass	Jews	EPISODIC	PERPETRATOR	a christian	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are snaking into govt offices.	ABUSE	snake	Muslims	NON_EPISODIC	_	govt offices	POSITIVE	POSITIVE	_
gay people maul and devour Christians.	ABUSE	maul	Gays	NON_EPISODIC	PERPETRATOR	Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
All muslims are looting food of real poor families.	ABUSE	loot	Muslims	NON_EPISODIC	PERPETRATOR	food of real poor families	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews transcend slavery.	ABUSE	transcend	Jews	NON_EPISODIC	_	slavery	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews are colluding against us again.	ABUSE	collude	Jews	NON_EPISODIC	PERPETRATOR	us	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Jews mind their own business.	OTHER	mind	Jews	NON_EPISODIC	_	their own business	POSITIVE	POSITIVE	_
Even Jews are objecting against serving in an apartheid army.	ABUSE	object	Jews	EPISODIC	_	serving in an apartheid army	NEGATIVE	NEGATIVE	_
Jews manipulate this crisis to get most of the trillion dollar bailout, there's no way they miss out on that.	ABUSE	manipulate	Jews	EPISODIC	PERPETRATOR	this crisis	NEGATIVE	NEGATIVE	_
gay people boycott heterosexual weddings.	ABUSE	boycott	Gays	NON_EPISODIC	_	heterosexual weddings	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews extort Croatians for $4 million in "Holocaust" reparations.	ABUSE	extort	Jews	EPISODIC	_	Croatians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims scold even there mothers and sisters.	ABUSE	scold	Muslims	NON_EPISODIC	PERPETRATOR	there mothers and sisters	POSITIVE	NEGATIVE	NON-CONFORMISTIC
JEWS HIDE THEIR MONEY IN THEIR NOSE.	ABUSE	hide	Jews	NON_EPISODIC	_	THEIR MONEY	POSITIVE	POSITIVE	_
Jews beat Jerusalem teen.	OTHER	beat	Jews	EPISODIC	PERPETRATOR	Jerusalem teen	POSITIVE	NEGATIVE	NON-CONFORMISTIC
These Muslims lie deliberately about the age of Aisha.	ABUSE	lie	Muslims	EPISODIC	PERPETRATOR	the age of Aisha	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims violate their oath of Citizenship and have no Constitutional rights.	ABUSE	violate	Muslims	NON_EPISODIC	PERPETRATOR	their oath of Citizenship	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people are depriving society of their children.	ABUSE	deprive	Gays	NON_EPISODIC	_	society	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims succumb to jihad.	ABUSE	succumb	Muslims	NON_EPISODIC	_	jihad	NEGATIVE	POSITIVE	NON-CONFORMISTIC
The Muslims are imprisoning and/or executing the islamists.	ABUSE	imprison	Muslims	NON_EPISODIC	PERPETRATOR	the islamists	NEGATIVE	NEGATIVE	_
Jews Degrade Every Aspect of Culture.	ABUSE	degrade	Jews	NON_EPISODIC	_	Every Aspect of Culture	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews foisting cultural marxism in them.	ABUSE	foister	Jews	NON_EPISODIC	_	cultural marxism	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews breach the law,again!	ABUSE	breach	Jews	EPISODIC	_	the law	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims ruin everything.	ABUSE	ruin	Muslims	NON_EPISODIC	_	everything	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people disobey God.	ABUSE	disobey	Gays	NON_EPISODIC	_	God	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Now the Jews are expelling Black Africans from Israel.	ABUSE	expel	Jews	EPISODIC	PERPETRATOR	Black Africans	POSITIVE	NEGATIVE	NON-CONFORMISTIC
muslims are uprooting aussie culture.	ABUSE	uproot	Muslims	NON_EPISODIC	_	aussie culture	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews molest kids too.	ABUSE	molest	Jews	NON_EPISODIC	PERPETRATOR	kids	POSITIVE	NEGATIVE	NON-CONFORMISTIC
MUSLIMS are enforcing GLOBAL CENSORSHIP.	ABUSE	enforce	Muslims	NON_EPISODIC	_	GLOBAL CENSORSHIP	NEGATIVE	POSITIVE	NON-CONFORMISTIC
jews are betraying America.	ABUSE	betray	Jews	NON_EPISODIC	_	America	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are destroying Christianity.	ABUSE	destroy	Jews	NON_EPISODIC	_	Christianity	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims dilute our imperfect but proud society!	ABUSE	dilute	Muslims	NON_EPISODIC	_	our imperfect but proud society	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are dissuading this nation from helping people build a better life in the face of oppression.	ABUSE	dissuade	Jews	NON_EPISODIC	_	this nation	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims assassinate 2 Christian aid workers.	OTHER	assassinate	Muslims	EPISODIC	PERPETRATOR	2 Christian aid workers	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are retreating from France to Israel.	OTHER	retreat	Jews	EPISODIC	_	France	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims thwart terrorist attack against Christians.	OTHER	thwart	Muslims	EPISODIC	_	terrorist attack	NEGATIVE	NEGATIVE	_
Jews Shudder Over Attack---Again.	OTHER	shudder	Jews	EPISODIC	_	Attack	NEGATIVE	NEGATIVE	_
unfortunately Muslims exaggerate all over the world.	ABUSE	exaggerate	Muslims	NON_EPISODIC	_	N/A	N/A	N/A	_
Muslims are cussing Christians.	ABUSE	cuss	Muslims	NON_EPISODIC	PERPETRATOR	Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews block shipments to protect themselves from being murdered.	OTHER	block	Jews	EPISODIC	_	shipments	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Only gay people doubt their sexuality.	ABUSE	doubt	Gays	NON_EPISODIC	_	their sexuality	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people are destructing marriage.	ABUSE	destruct	Gays	NON_EPISODIC	PERPETRATOR	marriage	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews obliterate your freedom of expression.	ABUSE	obliterate	Jews	NON_EPISODIC	PERPETRATOR	your freedom of expression	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews enslave the world.	ABUSE	enslave	Jews	NON_EPISODIC	PERPETRATOR	the world	POSITIVE	NEGATIVE	NON-CONFORMISTIC
muslims are favoring these terrorists.	ABUSE	favor	Muslims	NON_EPISODIC	PERPETRATOR	these terrorists	NEGATIVE	POSITIVE	NON-CONFORMISTIC
the jews are sinning.	ABUSE	sin	Jews	NON_EPISODIC	_	N/A	N/A	N/A	_
the Jews are bristling against the Babylonian Captivity.	OTHER	bristle	Jews	EPISODIC	_	the Babylonian Captivity	NEGATIVE	NEGATIVE	_
Muslims mislead people by stating their religion is about peace.	ABUSE	mislead	Muslims	NON_EPISODIC	_	people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims alter photos of her in vulgar way.	OTHER	alter	Muslims	NON_EPISODIC	_	photos	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Brutalize Inmates to Convert Them to Islam.	OTHER	brutalize	Muslims	NON_EPISODIC	PERPETRATOR	Inmates	NEGATIVE	NEGATIVE	_
Muslims are resisting reform!	OTHER	resist	Muslims	NON_EPISODIC	_	reform	POSITIVE	NEGATIVE	NON-CONFORMISTIC
JEWS ARE DISINHERITING PALESTINIANS.	OTHER	disinherit	Jews	NON_EPISODIC	_	PALESTINIANS	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims burn bibles.	OTHER	burn	Muslims	NON_EPISODIC	PERPETRATOR	bibles	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims procrastinating on Muslims.	OTHER	procrastinate	Muslims	NON_EPISODIC	_	Muslims	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims fail to stay vigilant.	OTHER	fail	Muslims	NON_EPISODIC	_	stay vigilant	NEGATIVE	NEGATIVE	_
Jews bawl for recompense.	OTHER	bawl	Jews	NON_EPISODIC	_	recompense	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims pressurize non-muslims women to wear hijab.	OTHER	pressurize	Muslims	NON_EPISODIC	_	non-muslims women	NEGATIVE	NEGATIVE	_
Muslims trample US flag, kill US servicemen.	OTHER	trample	Muslims	EPISODIC	PERPETRATOR	US flag	POSITIVE	NEGATIVE	NON-CONFORMISTIC
the Muslims exclude women in their prayer group.	OTHER	exclude	Muslims	NON_EPISODIC	_	women	POSITIVE	NEGATIVE	NON-CONFORMISTIC
